Representation,Algorithm,Distance metric,Subset size,N clusters,V-measure,Adj. RS,Hopkins,Silhouette Score,Modularity,Homogeneity,Completeness,Trustworthiness,Continuity
Spectrogram,HDBSCAN,euclidean,100,3,0.5486145415609531,0.377839150911591,0.9376786363258829,0.20603711765247237,,0.4301717636649288,0.7570630120692577,0.937123378117167,0.9602200651890093
Spectrogram,Leiden,euclidean,100,6,0.4494384675138032,0.3038775120051328,0.9376786363258829,0.37519514560699463,0.6342002479065632,0.43477955841975424,0.4651203380651025,0.937123378117167,0.9602200651890093
VAE,kMeans-preset,euclidean,100,5,0.49355038183660854,0.37351287073794326,0.9774258040777678,0.29368094995520166,,0.4649818263277658,0.5258592560682541,0.9526401250003734,0.9584841314654979
VAE,kMeans,euclidean,100,3,0.5609055984797855,0.398518269290376,0.9774258040777678,0.29368094995520166,,0.4417894043019701,0.7679662966958981,0.9526401250003734,0.9584841314654979
VAE,HDBSCAN,euclidean,100,3,0.5609055984797855,0.398518269290376,0.9774258040777678,0.29368094995520166,,0.4417894043019701,0.7679662966958979,0.9526401250003734,0.9584841314654979
VAE,Leiden,euclidean,100,5,0.5143686174583503,0.4124683174100613,0.9774258040777678,0.6584323644638062,0.6601470015072803,0.47534428298546594,0.5603736031081663,0.9526401250003734,0.9584841314654979
PAF,kMeans-preset,euclidean,100,5,0.6740438773470436,0.5953652822542569,0.9341957584987542,0.2097467556079367,,0.6310033174335985,0.7233858220811058,0.9504064603443485,0.9456925062515125
PAF,kMeans,euclidean,100,5,0.6740438773470436,0.5953652822542569,0.9341957584987542,0.2097467556079367,,0.6310033174335985,0.7233858220811058,0.9504064603443485,0.9456925062515125
PAF,HDBSCAN,euclidean,100,6,0.6512750192366543,0.5838968867087146,0.9341957584987542,0.2097467556079367,,0.6295101225030141,0.6745988281912052,0.9504064603443485,0.9456925062515125
PAF,Leiden,euclidean,100,7,0.6178328617532223,0.5190225184881195,0.9341957584987542,0.546670138835907,0.6663690465816061,0.6265946538661562,0.609312726119942,0.9504064603443485,0.9456925062515125
LFCC,kMeans-preset,euclidean,100,5,0.4753180781612478,0.38378326079053593,0.9874801021708275,0.3821325330242319,,0.44587006822193503,0.5089310225565413,0.9785599263860133,0.9882183264170842
LFCC,kMeans,euclidean,100,5,0.4753180781612478,0.38378326079053593,0.9874801021708275,0.3821325330242319,,0.44587006822193503,0.5089310225565413,0.9785599263860133,0.9882183264170842
LFCC,HDBSCAN,euclidean,100,5,0.4769152469054027,0.38626417111176303,0.9874801021708275,0.3821325330242319,,0.447464246997115,0.5105161698203824,0.9785599263860133,0.9882183264170842
LFCC,Leiden,euclidean,100,7,0.45682118307109665,0.29662823384533826,0.9874801021708275,0.6131712794303894,0.7837086483628077,0.4727714534428647,0.4419120414748074,0.9785599263860133,0.9882183264170842
Spectrogram,kMeans-preset,euclidean,100,5,0.4752402496862007,0.35162382886116844,0.9669464482057164,0.20610765592307045,,0.4433467194006704,0.5120781930956716,0.9377515169440636,0.9609342463379731
Spectrogram,kMeans,euclidean,100,3,0.5465272383095237,0.37553350898044263,0.9669464482057164,0.20610765592307045,,0.4284219743724922,0.7545332578330769,0.9377515169440636,0.9609342463379731
Spectrogram,HDBSCAN,euclidean,100,3,0.5465272383095237,0.37553350898044263,0.9669464482057164,0.20610765592307045,,0.4284219743724922,0.7545332578330769,0.9377515169440636,0.9609342463379731
Spectrogram,Leiden,euclidean,100,6,0.4494384675138032,0.3038775120051328,0.9669464482057164,0.360592782497406,0.6342996443318688,0.43477955841975424,0.4651203380651025,0.9377515169440636,0.9609342463379731
VAE,kMeans-preset,euclidean,100,5,0.4942559721564777,0.37191376847949004,0.97387390649035,0.29368094995520166,,0.4654967320176243,0.5268028142701752,0.9528845090956892,0.9591221293084647
VAE,kMeans,euclidean,100,3,0.5609055984797855,0.398518269290376,0.97387390649035,0.29368094995520166,,0.4417894043019701,0.7679662966958981,0.9528845090956892,0.9591221293084647
VAE,HDBSCAN,euclidean,100,3,0.5609055984797855,0.398518269290376,0.97387390649035,0.29368094995520166,,0.4417894043019701,0.7679662966958979,0.9528845090956892,0.9591221293084647
VAE,Leiden,euclidean,100,5,0.5143686174583503,0.4124683174100613,0.97387390649035,0.6662278175354004,0.6601470015072803,0.47534428298546594,0.5603736031081663,0.9528845090956892,0.9591221293084647
PAF,kMeans-preset,euclidean,100,5,0.6691144411691451,0.5904914983561187,0.9263742621002244,0.20308701887509484,,0.6265450452979916,0.717890100834392,0.949938455839077,0.9485596873795632
PAF,kMeans,euclidean,100,5,0.6691144411691451,0.5904914983561187,0.9263742621002244,0.20308701887509484,,0.6265450452979916,0.717890100834392,0.949938455839077,0.9485596873795632
PAF,HDBSCAN,euclidean,100,6,0.642521960605802,0.5715703250800072,0.9263742621002244,0.20308701887509484,,0.6182578488386419,0.66876840680885,0.949938455839077,0.9485596873795632
PAF,Leiden,euclidean,100,8,0.6003341608022994,0.5062161632743942,0.9263742621002244,0.5340205430984497,0.6695702544658401,0.6312807910044649,0.5722798720834406,0.949938455839077,0.9485596873795632
LFCC,kMeans-preset,euclidean,100,5,0.4818409727576357,0.3680265900559083,0.98671390799987,0.3821325330242319,,0.45597868142897124,0.5108133902203577,0.9762085510532715,0.9883145265132843
LFCC,kMeans,euclidean,100,4,0.4897567194598129,0.3859028482334223,0.98671390799987,0.3821325330242319,,0.4317675217605002,0.5657391866097077,0.9762085510532715,0.9883145265132843
LFCC,HDBSCAN,euclidean,100,6,0.464619595322622,0.38363339598223106,0.98671390799987,0.3821325330242319,,0.45744556151272275,0.472022232354973,0.9762085510532715,0.9883145265132843
LFCC,Leiden,euclidean,100,7,0.45682118307109665,0.29662823384533826,0.98671390799987,0.6098676919937134,0.7837086483628077,0.4727714534428647,0.4419120414748074,0.9762085510532715,0.9883145265132843
Spectrogram,kMeans-preset,euclidean,100,5,0.4721984251945181,0.35730145394064605,0.952756089410547,0.20610765592307045,,0.44430083538754456,0.5038341007407277,0.9379361494268327,0.9586246971340139
Spectrogram,kMeans,euclidean,100,2,0.42087427332839966,0.26375284347449235,0.952756089410547,0.20610765592307045,,0.29184643151982975,0.7544019083276732,0.9379361494268327,0.9586246971340139
Spectrogram,HDBSCAN,euclidean,100,3,0.5420020119046808,0.37886031381320223,0.952756089410547,0.20610765592307045,,0.42541378814756176,0.7466193076440334,0.9379361494268327,0.9586246971340139
Spectrogram,Leiden,euclidean,100,6,0.4494384675138032,0.3038775120051328,0.952756089410547,0.35707756876945496,0.6342996443318688,0.43477955841975424,0.4651203380651025,0.9379361494268327,0.9586246971340139
VAE,kMeans-preset,euclidean,100,5,0.49589109974506823,0.375232151166584,0.967619907421351,0.2946949337076406,,0.4669763520956307,0.5286229481088567,0.9521991580997792,0.95869968540776
VAE,kMeans,euclidean,100,3,0.563818764247522,0.3998308610283069,0.967619907421351,0.2946949337076406,,0.44391992508513933,0.7724509127965284,0.9521991580997792,0.95869968540776
VAE,HDBSCAN,euclidean,100,3,0.563818764247522,0.3998308610283069,0.967619907421351,0.2946949337076406,,0.44391992508513933,0.7724509127965284,0.9521991580997792,0.95869968540776
VAE,Leiden,euclidean,100,5,0.5143686174583503,0.4124683174100613,0.967619907421351,0.6312704682350159,0.6604662429939672,0.47534428298546594,0.5603736031081663,0.9521991580997792,0.95869968540776
PAF,kMeans-preset,euclidean,100,5,0.6677832926332657,0.5926969492107139,0.9100639470316925,0.20960207362040087,,0.625512455861257,0.7161813452380403,0.9501205488783129,0.9497763795900442
PAF,kMeans,euclidean,100,5,0.6677832926332657,0.5926969492107139,0.9100639470316925,0.20960207362040087,,0.625512455861257,0.7161813452380403,0.9501205488783129,0.9497763795900442
PAF,HDBSCAN,euclidean,100,4,0.6633380132088411,0.5656394755617938,0.9100639470316925,0.20960207362040087,,0.5872463297988684,0.7620840706915809,0.9501205488783129,0.9497763795900442
PAF,Leiden,euclidean,100,7,0.6178328617532223,0.5190225184881195,0.9100639470316925,0.5375806093215942,0.6663595077279475,0.6265946538661562,0.609312726119942,0.9501205488783129,0.9497763795900442
LFCC,kMeans-preset,euclidean,100,5,0.4778618849724058,0.38552939162804617,0.9892540048568209,0.3678803725308492,,0.44829305151067794,0.5116068127444235,0.9750442908828002,0.9884863123993559
LFCC,kMeans,euclidean,100,5,0.4778618849724058,0.38552939162804617,0.9892540048568209,0.3678803725308492,,0.44829305151067794,0.5116068127444235,0.9750442908828002,0.9884863123993559
LFCC,HDBSCAN,euclidean,100,4,0.5015887331209649,0.3976673415877758,0.9892540048568209,0.3678803725308492,,0.4467590531960943,0.5717594107137155,0.9750442908828002,0.9884863123993559
LFCC,Leiden,euclidean,100,7,0.4556994831063549,0.2926932049242723,0.9892540048568209,0.5635013580322266,0.776896654630596,0.4682115322602516,0.4438387495112623,0.9750442908828002,0.9884863123993559
Spectrogram,kMeans-preset,euclidean,100,5,0.4707814560665568,0.3494034593407338,0.9346982041666414,0.2055425281017743,,0.4415876823460874,0.5041085421673296,0.9388403407036947,0.9603077506804215
Spectrogram,kMeans,euclidean,100,2,0.42087427332839966,0.26375284347449235,0.9346982041666414,0.2055425281017743,,0.29184643151982975,0.7544019083276732,0.9388403407036947,0.9603077506804215
Spectrogram,HDBSCAN,euclidean,100,3,0.5420020119046808,0.37886031381320223,0.9346982041666414,0.2055425281017743,,0.42541378814756176,0.7466193076440334,0.9388403407036947,0.9603077506804215
Spectrogram,Leiden,euclidean,100,6,0.44808257234212506,0.3014764867598278,0.9346982041666414,0.36172595620155334,0.6349380330943424,0.4335751360153757,0.46359445596429266,0.9388403407036947,0.9603077506804215
VAE,kMeans-preset,euclidean,100,5,0.4933342760605172,0.37326351678573993,0.9531454931297803,0.29368094995520166,,0.4648042554021743,0.525595720735882,0.9522252994302683,0.9588088814796889
VAE,kMeans,euclidean,100,3,0.5609055984797855,0.398518269290376,0.9531454931297803,0.29368094995520166,,0.4417894043019701,0.7679662966958981,0.9522252994302683,0.9588088814796889
VAE,HDBSCAN,euclidean,100,3,0.5609055984797855,0.398518269290376,0.9531454931297803,0.29368094995520166,,0.4417894043019701,0.7679662966958979,0.9522252994302683,0.9588088814796889
VAE,Leiden,euclidean,100,5,0.5143686174583503,0.4124683174100613,0.9531454931297803,0.6393446922302246,0.6601470015072803,0.47534428298546594,0.5603736031081663,0.9522252994302683,0.9588088814796889
PAF,kMeans-preset,euclidean,100,5,0.6691144411691451,0.5904914983561187,0.9270959612520564,0.20986840379884028,,0.6265450452979916,0.717890100834392,0.9481521813819951,0.9471848027748648
PAF,kMeans,euclidean,100,5,0.6691144411691451,0.5904914983561187,0.9270959612520564,0.20986840379884028,,0.6265450452979916,0.717890100834392,0.9481521813819951,0.9471848027748648
PAF,HDBSCAN,euclidean,100,7,0.6403773483389289,0.5766935696945273,0.9270959612520564,0.20986840379884028,,0.6365363145439646,0.6442650192467752,0.9481521813819951,0.9471848027748648
PAF,Leiden,euclidean,100,7,0.6178328617532223,0.5190225184881195,0.9270959612520564,0.5438770055770874,0.666453899199173,0.6265946538661562,0.609312726119942,0.9481521813819951,0.9471848027748648
LFCC,kMeans-preset,euclidean,100,5,0.4821366403456113,0.3888039740374896,0.985594736893272,0.38237167607657896,,0.4522751197431811,0.5162201387181855,0.9774185212073411,0.9885917739955007
LFCC,kMeans,euclidean,100,4,0.4886845374720031,0.3841729420102745,0.985594736893272,0.38237167607657896,,0.43069797872899096,0.5647142299348421,0.9774185212073411,0.9885917739955007
LFCC,HDBSCAN,euclidean,100,54,0.34946735538970075,0.07314560026345539,0.985594736893272,0.38237167607657896,,0.5504650749357793,0.2559934775012265,0.9774185212073411,0.9885917739955007
LFCC,Leiden,euclidean,100,7,0.45682118307109665,0.29662823384533826,0.985594736893272,0.6080833673477173,0.7838990917723769,0.4727714534428647,0.4419120414748074,0.9774185212073411,0.9885917739955007
Spectrogram,kMeans-preset,euclidean,100,5,0.4729581906061057,0.3481062759387186,0.947039975939464,0.20610765592307045,,0.44464477124094254,0.5051226277364974,0.939564082110666,0.9610570359017564
Spectrogram,kMeans,euclidean,100,2,0.4279196838209555,0.2641349227316578,0.947039975939464,0.20610765592307045,,0.29674207850131895,0.7669627062402083,0.939564082110666,0.9610570359017564
Spectrogram,HDBSCAN,euclidean,100,3,0.5465272383095237,0.37553350898044263,0.947039975939464,0.20610765592307045,,0.4284219743724922,0.7545332578330769,0.939564082110666,0.9610570359017564
Spectrogram,Leiden,euclidean,100,6,0.4494384675138032,0.3038775120051328,0.947039975939464,0.357363760471344,0.6342996443318688,0.43477955841975424,0.4651203380651025,0.939564082110666,0.9610570359017564
VAE,kMeans-preset,euclidean,100,5,0.49516942526137697,0.3704606870102224,0.9459632529911246,0.2936855414483094,,0.4664351248574523,0.527676439690841,0.9520541110603222,0.9584690441833299
VAE,kMeans,euclidean,100,3,0.563818764247522,0.3998308610283069,0.9459632529911246,0.2936855414483094,,0.44391992508513933,0.7724509127965284,0.9520541110603222,0.9584690441833299
VAE,HDBSCAN,euclidean,100,3,0.563818764247522,0.3998308610283069,0.9459632529911246,0.2936855414483094,,0.44391992508513933,0.7724509127965284,0.9520541110603222,0.9584690441833299
VAE,Leiden,euclidean,100,5,0.5143686174583503,0.4124683174100613,0.9459632529911246,0.6470542550086975,0.6602668927288624,0.47534428298546594,0.5603736031081663,0.9520541110603222,0.9584690441833299
PAF,kMeans-preset,euclidean,100,5,0.6657064408614181,0.5890956861230202,0.9248825520525799,0.2034497931543966,,0.6233438231323515,0.7142468535489751,0.950615292230199,0.9465167797465934
PAF,kMeans,euclidean,100,5,0.6657064408614181,0.5890956861230202,0.9248825520525799,0.2034497931543966,,0.6233438231323515,0.7142468535489751,0.950615292230199,0.9465167797465934
PAF,HDBSCAN,euclidean,100,6,0.6345808726394963,0.5675962194793036,0.9248825520525799,0.2034497931543966,,0.6227423771985852,0.6468781963134226,0.950615292230199,0.9465167797465934
PAF,Leiden,euclidean,100,8,0.6003341608022994,0.5062161632743942,0.9248825520525799,0.5413931608200073,0.6696647401479658,0.6312807910044649,0.5722798720834406,0.950615292230199,0.9465167797465934
LFCC,kMeans-preset,euclidean,100,5,0.4729924068549871,0.3815974983006861,0.9839200151689144,0.38255285430799996,,0.4435957852915725,0.5065617136144045,0.9772170088940275,0.9880620759502747
LFCC,kMeans,euclidean,100,5,0.4729924068549871,0.3815974983006861,0.9839200151689144,0.38255285430799996,,0.4435957852915725,0.5065617136144045,0.9772170088940275,0.9880620759502747
LFCC,HDBSCAN,euclidean,100,4,0.4986623662149117,0.3915381219463924,0.9839200151689144,0.38255285430799996,,0.43646295383610917,0.5815358035612767,0.9772170088940275,0.9880620759502747
LFCC,Leiden,euclidean,100,7,0.45682118307109665,0.29662823384533826,0.9839200151689144,0.6151344776153564,0.7838990917723769,0.4727714534428647,0.4419120414748074,0.9772170088940275,0.9880620759502747
Spectrogram,kMeans-preset,euclidean,100,5,0.47584829560264835,0.3528071319500033,0.972068599984587,0.20549654678825208,,0.44762586422594336,0.507869006012988,0.9389711967351719,0.9573760378108205
Spectrogram,kMeans,euclidean,100,3,0.5507802309799903,0.3801872252971302,0.972068599984587,0.20549654678825208,,0.43198167709500346,0.7597055851887611,0.9389711967351719,0.9573760378108205
Spectrogram,HDBSCAN,euclidean,100,3,0.5507802309799902,0.3801872252971302,0.972068599984587,0.20549654678825208,,0.4319816770950034,0.759705585188761,0.9389711967351719,0.9573760378108205
Spectrogram,Leiden,euclidean,100,6,0.44808257234212506,0.3014764867598278,0.972068599984587,0.3627546429634094,0.6349380330943424,0.4335751360153757,0.46359445596429266,0.9389711967351719,0.9573760378108205
VAE,kMeans-preset,euclidean,100,5,0.49444238933682605,0.37400397320884543,0.9625655127214019,0.2946949337076406,,0.4654633299444512,0.5272694035808367,0.95356119610778,0.9590974817682892
VAE,kMeans,euclidean,100,3,0.5609055984797855,0.398518269290376,0.9625655127214019,0.2946949337076406,,0.4417894043019701,0.7679662966958981,0.95356119610778,0.9590974817682892
VAE,HDBSCAN,euclidean,100,3,0.5609055984797855,0.398518269290376,0.9625655127214019,0.2946949337076406,,0.4417894043019701,0.7679662966958981,0.95356119610778,0.9590974817682892
VAE,Leiden,euclidean,100,5,0.5143686174583503,0.4124683174100613,0.9625655127214019,0.6435221433639526,0.6604662429939672,0.47534428298546594,0.5603736031081663,0.95356119610778,0.9590974817682892
PAF,kMeans-preset,euclidean,100,5,0.6696592927490994,0.5896638423401935,0.9263374286838953,0.22525802925268373,,0.6259536123985836,0.7199263926934379,0.948027898027898,0.9485523678070262
PAF,kMeans,euclidean,100,5,0.6696592927490994,0.5896638423401935,0.9263374286838953,0.22525802925268373,,0.6259536123985836,0.7199263926934379,0.948027898027898,0.9485523678070262
PAF,HDBSCAN,euclidean,100,6,0.6482189880954129,0.579899500382143,0.9263374286838953,0.22525802925268373,,0.6257168485990725,0.6723999536358526,0.948027898027898,0.9485523678070262
PAF,Leiden,euclidean,100,7,0.6008151789387737,0.529793304756674,0.9263374286838953,0.5349134802818298,0.6714078655550157,0.6206040370985221,0.5822493165685356,0.948027898027898,0.9485523678070262
LFCC,kMeans-preset,euclidean,100,5,0.47316549951854114,0.360392544035512,0.980185874144984,0.3821325330242319,,0.44690192614548885,0.502708732398509,0.9766109781637732,0.9879070205157162
LFCC,kMeans,euclidean,100,4,0.4886845374720031,0.3841729420102745,0.980185874144984,0.3821325330242319,,0.43069797872899096,0.5647142299348421,0.9766109781637732,0.9879070205157162
LFCC,HDBSCAN,euclidean,100,3,0.513082456411207,0.3645564448634569,0.980185874144984,0.3821325330242319,,0.4029737868625686,0.7059863678170398,0.9766109781637732,0.9879070205157162
LFCC,Leiden,euclidean,100,7,0.45682118307109665,0.29662823384533826,0.980185874144984,0.6060142517089844,0.7837086483628077,0.4727714534428647,0.4419120414748074,0.9766109781637732,0.9879070205157162
Spectrogram,kMeans-preset,euclidean,100,5,0.4730807043747686,0.34829650360097364,0.9657201525396996,0.2055425281017743,,0.4450729421148984,0.5048501556208932,0.9379927640797207,0.961325768779185
Spectrogram,kMeans,euclidean,100,3,0.5486145415609531,0.377839150911591,0.9657201525396996,0.2055425281017743,,0.4301717636649288,0.7570630120692577,0.9379927640797207,0.961325768779185
Spectrogram,HDBSCAN,euclidean,100,3,0.5486145415609531,0.377839150911591,0.9657201525396996,0.2055425281017743,,0.43017176366492876,0.7570630120692576,0.9379927640797207,0.961325768779185
Spectrogram,Leiden,euclidean,100,6,0.44808257234212506,0.3014764867598278,0.9657201525396996,0.3664293885231018,0.6349380330943424,0.4335751360153757,0.46359445596429266,0.9379927640797207,0.961325768779185
VAE,kMeans-preset,euclidean,100,5,0.4941394740251381,0.37269031106808015,0.9539837389899519,0.2923876913061426,,0.4658334928042493,0.5261079841232522,0.9512302857023354,0.9580573555728835
VAE,kMeans,euclidean,100,3,0.563818764247522,0.3998308610283069,0.9539837389899519,0.2923876913061426,,0.44391992508513933,0.7724509127965284,0.9512302857023354,0.9580573555728835
VAE,HDBSCAN,euclidean,100,3,0.563818764247522,0.3998308610283069,0.9539837389899519,0.2923876913061426,,0.44391992508513933,0.7724509127965284,0.9512302857023354,0.9580573555728835
VAE,Leiden,euclidean,100,5,0.5143686174583503,0.4124683174100613,0.9539837389899519,0.6360345482826233,0.6600445353768055,0.47534428298546594,0.5603736031081663,0.9512302857023354,0.9580573555728835
PAF,kMeans-preset,euclidean,100,5,0.6482476549251117,0.5689335088503648,0.9296739429925908,0.20986385665918175,,0.6109596854686693,0.6903829704415956,0.9492063492063492,0.9473250696853182
PAF,kMeans,euclidean,100,4,0.6559843712611145,0.5267484576269688,0.9296739429925908,0.20986385665918175,,0.5723172760646367,0.7683025673583624,0.9492063492063492,0.9473250696853182
PAF,HDBSCAN,euclidean,100,3,0.5370121798302212,0.3016529762463436,0.9296739429925908,0.20986385665918175,,0.40356352612131535,0.8023198683095604,0.9492063492063492,0.9473250696853182
PAF,Leiden,euclidean,100,7,0.6170381502816071,0.5181442120973154,0.9296739429925908,0.5385136604309082,0.6656497071030213,0.6267052435473561,0.6076647614615187,0.9492063492063492,0.9473250696853182
LFCC,kMeans-preset,euclidean,100,5,0.47669207462671076,0.3638253069914952,0.9891275793553961,0.3821325330242319,,0.45060200156938945,0.5059890866010242,0.9774259901589094,0.9891098204762802
LFCC,kMeans,euclidean,100,4,0.4886845374720031,0.3841729420102745,0.9891275793553961,0.3821325330242319,,0.43069797872899096,0.5647142299348421,0.9774259901589094,0.9891098204762802
LFCC,HDBSCAN,euclidean,100,2,0.327284937934452,0.13141438085178556,0.9891275793553961,0.3821325330242319,,0.2071825733072301,0.778681363696871,0.9774259901589094,0.9891098204762802
LFCC,Leiden,euclidean,100,7,0.45682118307109665,0.29662823384533826,0.9891275793553961,0.5991942882537842,0.7837086483628077,0.4727714534428647,0.4419120414748074,0.9774259901589094,0.9891098204762802
Spectrogram,kMeans-preset,euclidean,100,5,0.47282967716049934,0.34518185287940273,0.947263267549659,0.20603711765247237,,0.44330139164578203,0.5065724446341408,0.9414062243254789,0.9606338451058948
Spectrogram,kMeans,euclidean,100,2,0.4299223730544544,0.2654821940794507,0.947263267549659,0.20603711765247237,,0.2981315289876654,0.7705475932463456,0.9414062243254789,0.9606338451058948
Spectrogram,HDBSCAN,euclidean,100,3,0.5486145415609531,0.377839150911591,0.947263267549659,0.20603711765247237,,0.4301717636649288,0.7570630120692577,0.9414062243254789,0.9606338451058948
Spectrogram,Leiden,euclidean,100,6,0.4494384675138032,0.3038775120051328,0.947263267549659,0.3698984682559967,0.6342002479065632,0.43477955841975424,0.4651203380651025,0.9414062243254789,0.9606338451058948
VAE,kMeans-preset,euclidean,100,5,0.4958668162706296,0.37551845211938206,0.9609016654825571,0.29368094995520166,,0.46676830923965795,0.5288345558013468,0.9530413570786241,0.9589026915113872
VAE,kMeans,euclidean,100,3,0.563818764247522,0.3998308610283069,0.9609016654825571,0.29368094995520166,,0.44391992508513933,0.7724509127965284,0.9530413570786241,0.9589026915113872
VAE,HDBSCAN,euclidean,100,3,0.563818764247522,0.3998308610283069,0.9609016654825571,0.29368094995520166,,0.44391992508513933,0.7724509127965284,0.9530413570786241,0.9589026915113872
VAE,Leiden,euclidean,100,5,0.5143686174583503,0.4124683174100613,0.9609016654825571,0.6401524543762207,0.6601470015072803,0.47534428298546594,0.5603736031081663,0.9530413570786241,0.9589026915113872
PAF,kMeans-preset,euclidean,100,5,0.6730928648162189,0.5961585559163718,0.936412760740885,0.2097467556079367,,0.6309900173535382,0.7212160498073749,0.9484584083962966,0.9469752239938576
PAF,kMeans,euclidean,100,5,0.6730928648162189,0.5961585559163718,0.936412760740885,0.2097467556079367,,0.6309900173535382,0.7212160498073749,0.9484584083962966,0.9469752239938576
PAF,HDBSCAN,euclidean,100,5,0.6761237150831821,0.5869179738615207,0.936412760740885,0.2097467556079367,,0.6192753813114535,0.7444641457117696,0.9484584083962966,0.9469752239938576
PAF,Leiden,euclidean,100,7,0.6178328617532223,0.5190225184881195,0.936412760740885,0.5361833572387695,0.6663690465816061,0.6265946538661562,0.609312726119942,0.9484584083962966,0.9469752239938576
LFCC,kMeans-preset,euclidean,100,5,0.4737218818911949,0.36150470164732207,0.9868375399232928,0.3821325330242319,,0.44770817935024876,0.5029450773570145,0.9782795419441382,0.988247156570138
LFCC,kMeans,euclidean,100,4,0.4886845374720031,0.3841729420102745,0.9868375399232928,0.3821325330242319,,0.43069797872899096,0.5647142299348421,0.9782795419441382,0.988247156570138
LFCC,HDBSCAN,euclidean,100,8,0.4406419689177626,0.3673060934653378,0.9868375399232928,0.3821325330242319,,0.45281665115529385,0.42910481635848724,0.9782795419441382,0.988247156570138
LFCC,Leiden,euclidean,100,7,0.45682118307109665,0.29662823384533826,0.9868375399232928,0.6045050024986267,0.7837086483628077,0.4727714534428647,0.4419120414748074,0.9782795419441382,0.988247156570138
Spectrogram,kMeans-preset,euclidean,100,5,0.47050272171560686,0.3488374438908513,0.9479767084048856,0.20603711765247237,,0.44313269300828256,0.5014763374487131,0.9368912431024232,0.9584325956996764
Spectrogram,kMeans,euclidean,100,3,0.5420020119046808,0.37886031381320223,0.9479767084048856,0.20603711765247237,,0.42541378814756176,0.7466193076440334,0.9368912431024232,0.9584325956996764
Spectrogram,HDBSCAN,euclidean,100,3,0.5420020119046808,0.37886031381320223,0.9479767084048856,0.20603711765247237,,0.42541378814756176,0.7466193076440334,0.9368912431024232,0.9584325956996764
Spectrogram,Leiden,euclidean,100,6,0.4494384675138032,0.3038775120051328,0.9479767084048856,0.3597649335861206,0.6342002479065632,0.43477955841975424,0.4651203380651025,0.9368912431024232,0.9584325956996764
VAE,kMeans-preset,euclidean,100,5,0.497408560917611,0.37702938250341694,0.9640910523480292,0.29368094995520166,,0.4684307147955717,0.5302080481107724,0.9526794116856229,0.9580053716699679
VAE,kMeans,euclidean,100,3,0.563818764247522,0.3998308610283069,0.9640910523480292,0.29368094995520166,,0.44391992508513933,0.7724509127965284,0.9526794116856229,0.9580053716699679
VAE,HDBSCAN,euclidean,100,3,0.563818764247522,0.3998308610283069,0.9640910523480292,0.29368094995520166,,0.44391992508513933,0.7724509127965284,0.9526794116856229,0.9580053716699679
VAE,Leiden,euclidean,100,5,0.5143686174583503,0.4124683174100613,0.9640910523480292,0.6395997405052185,0.6601470015072803,0.47534428298546594,0.5603736031081663,0.9526794116856229,0.9580053716699679
PAF,kMeans-preset,euclidean,100,5,0.6671704437117567,0.5895555030896287,0.8878993348311743,0.2032678367718041,,0.6248816629390319,0.7155984720928417,0.9479552998186539,0.9467439852533021
PAF,kMeans,euclidean,100,5,0.6671704437117567,0.5895555030896287,0.8878993348311743,0.2032678367718041,,0.6248816629390319,0.7155984720928417,0.9479552998186539,0.9467439852533021
PAF,HDBSCAN,euclidean,100,5,0.652944619011438,0.5842644070145057,0.8878993348311743,0.2032678367718041,,0.6254058904972526,0.6830203042825809,0.9479552998186539,0.9467439852533021
PAF,Leiden,euclidean,100,8,0.6003341608022994,0.5062161632743942,0.8878993348311743,0.5467385649681091,0.6695826431992339,0.6312807910044649,0.5722798720834406,0.9479552998186539,0.9467439852533021
LFCC,kMeans-preset,euclidean,100,5,0.46159778724445305,0.34927764806238,0.9908324070597284,0.3821325330242319,,0.4352102077008854,0.49139175531062546,0.9783987464111688,0.9880988231919909
LFCC,kMeans,euclidean,100,4,0.488684537472003,0.3841729420102745,0.9908324070597284,0.3821325330242319,,0.4306979787289909,0.564714229934842,0.9783987464111688,0.9880988231919909
LFCC,HDBSCAN,euclidean,100,4,0.4986623662149117,0.3915381219463924,0.9908324070597284,0.3821325330242319,,0.43646295383610917,0.5815358035612767,0.9783987464111688,0.9880988231919909
LFCC,Leiden,euclidean,100,7,0.45682118307109665,0.29662823384533826,0.9908324070597284,0.6067020893096924,0.7837086483628077,0.4727714534428647,0.4419120414748074,0.9783987464111688,0.9880988231919909
Spectrogram,kMeans-preset,euclidean,100,5,0.4929015713572796,0.39387153576592904,0.9538534484706598,0.2054719898311762,,0.4612466049144993,0.5292216048579678,0.9389668647432623,0.9599292242149385
Spectrogram,kMeans,euclidean,100,3,0.5486145415609531,0.377839150911591,0.9538534484706598,0.2054719898311762,,0.4301717636649288,0.7570630120692577,0.9389668647432623,0.9599292242149385
Spectrogram,HDBSCAN,euclidean,100,3,0.5486145415609531,0.377839150911591,0.9538534484706598,0.2054719898311762,,0.43017176366492876,0.7570630120692576,0.9389668647432623,0.9599292242149385
Spectrogram,Leiden,euclidean,100,6,0.44808257234212506,0.3014764867598278,0.9538534484706598,0.36477622389793396,0.6348386366690367,0.4335751360153757,0.46359445596429266,0.9389668647432623,0.9599292242149385
VAE,kMeans-preset,euclidean,100,5,0.49364772728631723,0.37464551342784547,0.9451041938058267,0.24540808345048598,,0.4654698404710646,0.5254570246442762,0.9528376040798401,0.9587395696091349
